rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
3,19,1,4.64888e+06,-0.428614,-0.428614,0,All,#4682B4,0
4,19,1,3.41232e+06,0.279599,0.279599,0,All,#4682B4,0
5,19,1,4.14842e+06,-0.192847,-0.192847,0,All,#4682B4,0
6,19,1,3.6743e+06,0.0897542,0.0897542,0,All,#4682B4,0
7,19,1,3.49494e+06,0.216656,0.216656,0,All,#4682B4,0
8,19,1,3.5088e+06,0.206385,0.206385,0,All,#4682B4,0
9,19,1,3.12874e+06,0.520918,0.520918,0,All,#4682B4,0
10,19,1,3.24946e+06,0.413038,0.413038,0,All,#4682B4,0
1,19,2,3.55486e+06,0.912603,0.912603,0,All,#4682B4,0
2,19,2,4.64064e+06,0.141539,0.141539,0,All,#4682B4,0
3,19,2,4.56121e+06,0.185502,0.185502,0,All,#4682B4,0
4,19,2,3.76601e+06,0.727827,0.727827,0,All,#4682B4,0
5,19,2,4.26253e+06,0.365472,0.365472,0,All,#4682B4,0
6,19,2,3.95154e+06,0.581773,0.581773,0,All,#4682B4,0
7,19,2,3.82558e+06,0.679389,0.679389,0,All,#4682B4,0
8,19,2,3.83561e+06,0.671382,0.671382,0,All,#4682B4,0
9,19,2,3.55351e+06,0.913848,0.913848,0,All,#4682B4,0
10,19,2,3.64527e+06,0.83086,0.83086,0,All,#4682B4,0
1,19,3,3.86841e+06,0.347864,0.347864,0,All,#4682B4,0
2,19,3,4.55717e+06,-0.0648626,-0.0648626,0,All,#4682B4,0
3,19,3,4.51141e+06,-0.0413473,-0.0413473,0,All,#4682B4,0
4,19,3,4.01515e+06,0.248062,0.248062,0,All,#4682B4,0
5,19,3,4.33241e+06,0.0553981,0.0553981,0,All,#4682B4,0
6,19,3,4.1383e+06,0.169767,0.169767,0,All,#4682B4,0
7,19,3,4.05421e+06,0.222716,0.222716,0,All,#4682B4,0
8,19,3,4.0643e+06,0.216249,0.216249,0,All,#4682B4,0
9,19,3,3.86744e+06,0.348551,0.348551,0,All,#4682B4,0
10,19,3,3.93167e+06,0.303929,0.303929,0,All,#4682B4,0
1,19,4,4.08277e+06,0.629478,0.629478,0,All,#4682B4,0
2,19,4,4.50849e+06,0.345024,0.345024,0,All,#4682B4,0
3,19,4,4.48201e+06,0.361147,0.361147,0,All,#4682B4,0
4,19,4,4.1795e+06,0.559757,0.559757,0,All,#4682B4,0
5,19,4,4.37476e+06,0.428415,0.428415,0,All,#4682B4,0
6,19,4,4.25801e+06,0.505503,0.505503,0,All,#4682B4,0
7,19,4,4.2052e+06,0.541775,0.541775,0,All,#4682B4,0
8,19,4,4.21016e+06,0.538331,0.538331,0,All,#4682B4,0
9,19,4,4.0821e+06,0.629971,0.629971,0,All,#4682B4,0
10,19,4,4.12597e+06,0.597936,0.597936,0,All,#4682B4,0
1,20,0,3.98452e+06,0.438822,0.438822,0,All,#4682B4,0
2,20,0,4.74389e+06,-0.0128631,-0.0128631,0,All,#4682B4,0
3,20,0,3.06048e+06,1.29079,1.29079,0,All,#4682B4,0
4,20,0,3.07593e+06,1.27233,1.27233,0,All,#4682B4,0
5,20,0,3.88266e+06,0.512851,0.512851,0,All,#4682B4,0
6,20,0,3.3352e+06,0.988183,0.988183,0,All,#4682B4,0
7,20,0,3.81427e+06,0.564776,0.564776,0,All,#4682B4,0
8,20,0,4.50305e+06,0.113895,0.113895,0,All,#4682B4,0
9,20,0,4.46661e+06,0.134265,0.134265,0,All,#4682B4,0
10,20,0,4.11205e+06,0.351308,0.351308,0,All,#4682B4,0
1,20,1,4.15703e+06,0.378462,0.378462,0,All,#4682B4,0
2,20,1,4.61544e+06,0.104197,0.104197,0,All,#4682B4,0
3,20,1,3.50061e+06,0.896273,0.896273,0,All,#4682B4,0
4,20,1,3.51262e+06,0.885055,0.885055,0,All,#4682B4,0
5,20,1,4.09048e+06,0.423386,0.423386,0,All,#4682B4,0
6,20,1,3.70861e+06,0.712355,0.712355,0,All,#4682B4,0
7,20,1,4.04505e+06,0.454904,0.454904,0,All,#4682B4,0
8,20,1,4.47709e+06,0.181054,0.181054,0,All,#4682B4,0
9,20,1,4.45544e+06,0.193511,0.193511,0,All,#4682B4,0
10,20,1,4.23853e+06,0.325362,0.325362,0,All,#4682B4,0
1,20,2,4.26791e+06,0.739429,0.739429,0,All,#4682B4,0
2,20,2,4.54188e+06,0.551087,0.551087,0,All,#4682B4,0
3,20,2,3.82973e+06,1.09667,1.09667,0,All,#4682B4,0
4,20,2,3.83836e+06,1.08885,1.08885,0,All,#4682B4,0
5,20,2,4.22609e+06,0.77033,0.77033,0,All,#4682B4,0
6,20,2,3.97845e+06,0.9666,0.9666,0,All,#4682B4,0
7,20,2,4.19723e+06,0.792012,0.792012,0,All,#4682B4,0
8,20,2,4.46131e+06,0.604071,0.604071,0,All,#4682B4,0
9,20,2,4.44856e+06,0.612632,0.612632,0,All,#4682B4,0
10,20,2,4.31839e+06,0.702929,0.702929,0,All,#4682B4,0
1,20,3,4.33572e+06,0.992715,0.992715,0,All,#4682B4,0
2,20,3,4.50009e+06,0.869415,0.869415,0,All,#4682B4,0
3,20,3,4.06128e+06,1.22083,1.22083,0,All,#4682B4,0
4,20,3,4.0658e+06,1.21681,1.21681,0,All,#4682B4,0
5,20,3,4.30992e+06,1.01292,1.01292,0,All,#4682B4,0
6,20,3,4.15588e+06,1.13879,1.13879,0,All,#4682B4,0
7,20,3,4.29201e+06,1.02709,1.02709,0,All,#4682B4,0
8,20,3,4.45214e+06,0.904441,0.904441,0,All,#4682B4,0
9,20,3,4.44457e+06,0.910043,0.910043,0,All,#4682B4,0
10,20,3,4.36667e+06,0.96879,0.96879,0,All,#4682B4,0
1,20,4,4.37678e+06,1.20411,1.20411,0,All,#4682B4,0
2,20,4,4.47547e+06,1.12502,1.12502,0,All,#4682B4,0
3,20,4,4.20781e+06,1.34816,1.34816,0,All,#4682B4,0
4,20,4,4.21115e+06,1.34519,1.34519,0,All,#4682B4,0
5,20,4,4.36101e+06,1.21709,1.21709,0,All,#4682B4,0
6,20,4,4.2698e+06,1.29399,1.29399,0,All,#4682B4,0
7,20,4,4.34992e+06,1.22626,1.22626,0,All,#4682B4,0
8,20,4,4.44677e+06,1.14766,1.14766,0,All,#4682B4,0
9,20,4,4.44232e+06,1.15119,1.15119,0,All,#4682B4,0
10,20,4,4.39556e+06,1.18879,1.18879,0,All,#4682B4,0
